Id	Length	nk15	nk17	nk19	nk21	nk23	nk25
ch136_file11	3010	0	0	0	0	0	0
ch314_file53	1810	0	0	0	0	0	0
ch94_file149	1546	0	0	0	0	0	0
ch366_file44	1091	0	0	0	0	0	0
ch314_file4	3412	0	0	0	0	0	0
ch155_file35	673	0	0	0	0	0	0
ch367_file17	1436	0	0	0	0	0	0
ch224_file43	9049	0	0	0	0	0	0
ch26_file36	6306	0	0	0	0	0	0
ch354_file16	4217	0	0	0	0	0	0
ch110_file39	5413	0	0	0	0	0	0
ch351_file49	4325	0	0	0	0	0	0
ch196_file4	693	0	0	0	0	0	0
ch405_file90	3961	0	0	0	0	0	0
ch202_file142	5442	0	0	0	0	0	0
ch327_file43	5495	0	0	0	0	0	0
ch481_file25	4354	0	0	0	0	0	0
ch405_file34	3553	0	0	0	0	0	0
ch219_file9	1582	0	0	0	0	0	0
ch133_file40	4971	0	0	0	0	0	0
ch133_file36	5317	0	0	0	0	0	0
ch215_file8	7666	0	0	0	0	0	0
ch214_file53	6321	0	0	0	0	0	0
ch406_file47	5794	0	0	0	0	0	0
ch170_file0	1333	0	0	0	0	0	0
ch251_file16	3526	0	0	0	0	0	0
ch156_file57	4823	0	0	0	0	0	0
ch486_file4	4231	0	0	0	0	0	0
ch26_file75	4396	0	0	0	0	0	0
ch181_file61	3258	0	0	0	0	0	0
ch202_file14	5579	0	0	0	0	0	0
ch198_file37	5282	0	0	0	0	0	0
ch468_file5	7217	0	0	0	0	0	0
ch224_file1	2657	0	0	0	0	0	0
ch166_file5	2051	0	0	0	0	0	0
ch284_file15	5260	0	0	0	0	0	0
ch294_file30	3974	0	0	0	0	0	0
ch423_file16	1625	0	0	0	0	0	0
ch415_file17	5275	0	0	0	0	0	0
ch327_file106	5242	0	0	0	0	0	0
ch361_file8	6155	0	0	0	0	0	0
ch48_file7	3709	0	0	0	0	0	0
ch187_file3	3341	0	0	0	0	0	0
ch366_file15	1345	0	0	0	0	0	0
ch294_file155	4482	0	0	0	0	0	0
ch98_file65	1252	0	0	0	0	0	0
ch25_file16	1391	0	0	0	0	0	0
ch1_file104	4692	0	0	0	0	0	0
ch139_file41	2552	0	0	0	0	0	0
ch367_file134	6377	0	0	0	0	0	0
ch453_file58	2700	0	0	0	0	0	0
ch468_file130	3855	0	0	0	0	0	0
ch483_file9	546	0	0	0	0	0	0
ch468_file145	4357	0	0	0	0	0	0
ch327_file141	1696	0	0	0	0	0	0
ch68_file141	3594	0	0	0	0	0	0
ch94_file113	3667	0	0	0	0	0	0
ch166_file57	6602	0	0	0	0	0	0
ch290_file0	2307	0	0	0	0	0	0
ch453_file96	5866	0	0	0	0	0	0
ch218_file117	4935	0	0	0	0	0	0
